id,zotero_link,year,title
333,Z8HEUH8B,1985,The administration of Egypt in the Old Kingdom: the highest titles and their holders
334,ESCGUREP,2011,The Carolingian World
335,5VPAI7VS,2008,Charlemagne: The Formation Of A European Identity
336,RF52UPQZ,2001,The French Second Empire: an anatomy of political power
337,WHQNBX6T,2020,The Oxford Handbook of the Merovingian World
338,BNU2DH6W,2013,Medieval France: an encyclopedia
339,D6NWCU5A,2004,The Chalcolithic Phase
340,R92IISZE,2007,"Effigy Vessels, Religious Integration, and the Origins of the Central Mexican Pantheon"
341,2HYEU76U,1963,The Thirteenth- and Fourteenth-Century Kings of Mali
342,UC4NDDYV,1998,"General history of Africa, IV: Africa from the twelfth to the sixteenth century - UNESCO Digital Library"
343,4T2UL2X5,2000,Corpus of Early Arabic Sources for West African History
344,JISXN2HM,2003,The Struggle for Mastery: The Penguin History of Britain 1066-1284
345,P7DGUSDX,1991,Kings and lords in Conquest England
346,Z4K7F8B4,2011,. Foundation: The History of England Volume III
347,86C5E85T,2014,The English Civil Wars 1642–1651
348,UEKBEBU3,1750,"Notitia Parliamentaria, Part II: A Series or Lists of the Representatives in the several Parliaments held from the Reformation 1541, to the Restoration 1660"
349,FUFMU6EE,2003,"The Stuart Age: England, 1603–1714"
350,JZFDSAMX,2007,The English Civil War: A People's History
351,8PU7ZIH8,1997,"The Wars of the Roses: Politics and the Constitution in England, c. 1437–1509"
352,TFKK54SC,2012,A Short History of the Wars of the Roses
353,IPKNEBSB,1998,The Wars Of The Roses
354,EAHEJBN4,1995,The Wars of the Roses
355,4NA2RA2F,2014,The Hollow Crown: the wars of the roses and the rise of the Tudors
356,8WR75S57,1985,Urban Elites in Victorian Britain
357,QVSG3D2J,2003,"Women, Work, and Representation: Needlewomen in Victorian Art and Literature"
358,RFU7QDSM,2015,The Age of Wrath: A History of the Delhi Sultanate
359,9I7KTPWM,1998,The administrative legacy of ancient India
360,6ZHBZC3A,2010,Political Ideas & Institutions of Mughal State
361,RSUM6A2R,1997,"State and Society at Teotihuacan, Mexico"
362,S8N9NHTG,2012,"Ideology, Polity, and Social History of the Teotihuacan State"
363,JSX4SLY8,2010,Political Ideas & Institutions of Mughal State
364,4JPMMZ9A,2010,Political Ideas & Institutions of Mughal State
365,HZBGRW4W,1991,"The Cambridge Ancient History: The Assyrian and Babylonian Empires and other states of the Near East, from the eight to the sixth centuries BC. Vol 3, Part 2."
366,UPAMHRH8,2012,"Public Ritual and Urbanization in Central Mexico: Temple and Plaza Offerings from La Laguna, Tlaxcala"
367,BUQHZCIB,2014,"Ancient Persia: A concise history of the Achaemenid Empire, 550–330 BCE"
368,XVFVPFVC,2008,Decline and Fall of the Sasanian Empire: The Sasanian–Parthian Confederacy and the Arab Conquest of Iran
369,SHF34KXM,2017,"The Empires of Ancient Persia: The History and Legacy of the Achaemenids, Parthians, and Sassanids in Antiquity"
370,7VA8HX2E,2013,World Encyclopedia
371,D2M5GMC9,2015,Ancient Teotihuacan: Early Urbanism in Central Mexico
372,WNMF3GX3,2022,Human social organization during the Late Pleistocene: Beyond the nomadic-egalitarian model
373,V4R7H8NT,0,Teotihuacan and the Development of Writing in Early Classic Central Mexico
374,BR6D95VQ,2006,Roman Religion
375,S6MXNFZV,2012,A History of Japan: From Stone Age to Superpower
376,SUT8C46U,2014,Japan in Transition: from Tokugawa to Meiji
377,ERAVA6AP,2018,"The Khmer Empire: The History and Legacy of One of Southeast
Asia’s Most Influential Empires"
378,Y7EW3K3V,1990,The Cambridge history of early inner Asia
379,AUH7MHCP,2011,Central Asia in World History
380,FE8WZ432,2017,The system of taxation in China in the Tsing dynasty
381,9NZXSU7Z,2014,A History of Thailand.
382,BV6WUTPB,2001,Jimma Abba Jifar: An Oromo Monarchy: Ethiopia 1830 - 1932
383,6W8QK2Q7,2010,The Byzantine World
384,QSNWQQI8,2006,The Cambridge History of Turkey
385,A5K4K9A8,2011,Lords of the horizons: A history of the Ottoman Empire
386,HEJIQU43,2017,A History of the Ottoman Empire
387,W32FB9NZ,2014,"Mesoamerica in the Preclassic Period: Early, Middle, Late Formative"
388,DGNRK6XG,1971,Religious Toleration and Persecution in ancient Rome
389,SGSDVUVI,2021,Russia: a historical introduction from Kievan Rus' to the present
390,WEQU4V37,2005,Recent Research in Puebla Prehistory
391,248264BS,2010,Ethnicity and Nationhood in Precolonial Africa: The Case of Buganda
392,MI7VWE4P,0,El desarrollo de la sociedad urbana en el Altiplano Central mexicano durante el Formativo y la transición al Clásico
393,G25BCYAZ,2014,Building resilience: social capital in post-disaster recovery
394,DDX7HT9W,2011,"Ties that bond, ties that build: social capital and governments in post disaster recovery"
395,FH7WCJKR,2008,Ethiopia and the Horn
396,F2IFP3UJ,2003,The Queen was Actually a Man: Arwa Bint Ahmad and the Politics of Religion
397,645FKRNL,2003,A concise history of the Armenian people : (from ancient times to the present)
398,4RQ68NKA,2000,The Armenians
399,8BBELNNN,2010,"Native Americans, Christianity, and the Reshaping of the American Religious Landscape"
400,WJWA9WFV,1992,The Warrior and the Lineage: Jesuit Use of Iroquoian Images to Communicate Christianity
401,T43SZDKM,2000,Introduction: Native North America and the French Jesuits
402,GDW4YNJJ,1998,"Converting the ""Sauvage"": Jesuit and Montagnais in Seventeenth-Century New France"
403,YPCX8DQ9,1985,"Natives and Newcomers: Canada's ""Heroic Age"" Reconsidered"
404,P8ZF7CAF,2014,The Mohammadan Dynasties
405,GKPTWF4F,2018,"The Iranian Expanse: Transforming Royal Identity through Agriculture, Landscape, and the Built Environment, 550 BCE – 642 CE."
406,GZLDRKAY,2006,The Armenians : from kings and priests to merchants and commissars
407,M8AKJQJZ,2012,The Beginnings of Rome: Italy and Rome from the Bronze Age to the Punic Wars
408,EP4R3DME,2010,The Last Pagans of Rome
409,4KCRGQVX,2012,The Red Sea from Byzantium to the Caliphate: AD 500-1000
410,EHU5EG5T,2022,Medieval Reports of the Preservation and Looting of Pre-Islamic Burials in South Arabia
411,2SPXZAMK,2015,"Middle Formative Domestic Ritual at Chalcatzingo, Morelos"
412,G7UUUGJH,1993,"Women, Rituals, and Social Dynamics at Ancient Chalcatzingo"
413,AWMQEPUH,2000,"Ranked Societies, Iconographic Complexity, and Economic Wealth in the Basin of Mexico toward 1200 B.C"
414,5PXURK49,2018,The Altica Project: Reframing the Formative Basin of Mexico
415,ZDAQ8PBN,2015,Intensive Agriculture and Early Complex Societies of the Basin of Mexico
416,UX23J6C6,2016,Urbanization and Religion in Ancient Central Mexico
417,H8NEU6KD,2007,The History of Armenia: From the Origins to the Present
418,CB68XVCZ,2010,History of Armenia
419,RTD38VXQ,2005,Mujtahids and Missionaries: Shi'i Responses to Christian Polemics in the Early Qajar Period
420,MDB6MWQU,2005,The Evolution of Charismatic Authority in the Baha'i Faith (1863-1921)
421,MJGC2IH2,2005,Jews of Iran in the Qajar Period: Persecution and Perseverance
424,HGVUBWGR,2018,A History of Cambodia
425,8B4DBDFU,2004,The Armenian People From Ancient to Modern Times: Vol. I: The Dynastic Periods: From Antiquity to the Fourteenth Century.
426,5S9J7EKX,2008,Cambodian Buddhism: History and Practice
427,IVLMP6Q8,2022,Artaxiad dynasty
428,7V7RMBLQ,2011,Artaxias I
429,EGMITHFH,2005,Religion and Society in Qajar Iran: An Introduction
430,VSSVGJ2V,2013,In Search of the Khmer Bhikkhunī: Reading Between the Lines in Late Classical and Early Middle Cambodia (13th–18th Centuries)
431,2FPQCEQ4,1998,The regime of the Circassian Mamluks
432,7W46D62E,1994,The History of the Saffarids of Sistan and the Maliks of Nimruz.
433,VS8Z9ZQ9,2020,Interrogating Diaspora and Movement in the Greater Cahokian World
434,HGHDXVAC,2007,Historic Cities of the Islamic World
435,ZWDQ7QVX,2021,"The Territories and Boundaries of Empires: Ottoman, Safavid and Mughal"
436,ANC3URU2,1997,Frontier Nomads of Iran: A Political and Social History of the Shahsevan
437,IW92F692,2009,Aq-Qoyunlu
438,7XE9P8HB,2007,The Cambridge History of Iran: The Period from the Arab Invasion to the Saljuqs. Volume IV.
439,ZU3IU97Q,2010,Saffarids
440,IZL6YAHS,2022,Saffarid dynasty
441,X7EBQRHC,1983,"The Cambridge History of Iran: The Seleucid, Parthian and Sasanian Periods. Volume III, Part I."
442,F8GJ2HZF,2001,Late Eastern Woodland
443,BABQH4BP,2022,Statistical Inference of Prehistoric Demography from Frequency Distributions of Radiocarbon Dates: A Review and a Guide for the Perplexed
444,MTPRUYWF,2022,"Scale, Information-Processing, and Complementarities in Old-World Axial Age Societies"
445,7YAMGPBG,2022,The First Institutional Spheres in Human Societies: Evolution and Adaptations from Foraging to the Threshold of Modernity
446,VJSP3RQ6,1985,Education for Muslims Under the Bengal Sultanate
447,A2NBIZRP,2009,Region of Multiple Frontiers
448,5U827K6N,2013,From the Mauryas to the Mughals: the Imperial History of Mahasthan
449,VJMV92XR,1970,Cultural Evolution in East Pakistan
450,9WEQDXH2,1998,The Bahri Mamluk sultanate 1250 - 1390
451,P5B9574G,2008,Mexico: From the Olmecs to the Aztecs
452,4ZU6E6HI,2012,Early Mesoamerican Writing Systems
453,WAKHWVIH,2000,The Preclassic Societies of the Central Highlands of Mesoamerica
454,9FVQN8UD,2012,Where East Meets West: The Formative in Mexico’s Central Highlands
455,BE6HQPIJ,2018,"Religion, urbanism, and inequality in ancient central Mexico"
456,JNJE3IVH,2016,Khmer Empire
457,8FK9EX8D,1951,"The Syncretism of Religions in Southeast Asia, Especially in the Khmer Empire"
458,Z539DW5B,1981,Early Medieval Italy: Central Power and Local Society 400-1000
459,4N2ZFRX8,2021,History of the Lombards
460,37ZDZWAR,2015,The Great Seljuk Empire
461,SFDCF656,-1,10731272.pdf
462,IMMATU6J,1998,The non-Muslim communities: Christian communities
463,F4KNMGYU,-1,10731272.pdf
464,3JV3HWQJ,2009,"Garuḍa, Vajrapāṇi and religious change in Jayavarman VII's Angkor"
465,LAIPIPDX,2015,Fiscal Cycles and the Low-Level Equilibrium under the Qing: A Comparative Analysis
466,975BEGKF,2015,Total Population
467,E4M7W23B,2015,The long view on economic growth: New estimates of GDP
468,W8E79YSU,2019,The White Lotus War: Rebellion and Suppression in Late Imperial China
469,DMZCKFGB,2017,China's hegemony : four hundred years of East Asian domination
470,TTMCKPHK,1983,The History of Eastern Iran
471,HZCW4ZUP,1998,The Lombards
472,BUY5UY7R,2022,"Mesoamerican urbanism: Indigenous institutions, infrastructure, and resilience"
473,HFCACN4R,0,"Social Institutions, Infrastructure, Governance, and Resiliency in the Indigenous Cities of Mesoamerica"
474,X4ETPHA7,2003,History of the Lombards
475,MFR3XX79,1997,"Regime, Army, and Society in Medieval Egypt, 9th-12th Centuries"
476,E6RFZXRD,0,Lombard | people | Britannica
477,PVACM5PC,2010,The History of Mongolia: Yuan and Late Medieval Period
478,AU38XZSJ,2016,Medieval Persia 1040- 1797
479,UKRPBNAJ,2010,"The History of Mongolia: The Pre-Chinggisid Era, Chinggis Khan and the Mongol Empire."
480,QUK6FFN6,2006,"God and Humans in Islamic Thought: 'Abd al-Jabbar, Ibn Sina and al-Ghazal"
482,3D88ZJFZ,2011,Iran: Religious Orthodoxy and Heresyin Political Culture
483,WUDI5UBW,2022,Oirats
484,AH2RCMNY,2020,History and Contemporary Situation of Oirat Buddhist Monasteries in Western Mongolia
485,XDCP8RGM,1892,Luganda-English and English-Luganda Vocabulary
486,J7AB3ZRW,1998,"Autonomous Egypt from Ibn Tûlûn to Kāfûr, 868-969"
487,VCJQRJ9B,2014,KUSHAN DYNASTY i. Dynastic History
488,A4I73AMU,2021,The Kushan Empire
489,5T4C9IQT,2020,The Archaeology of Native North America
490,5HL8QFVE,0,Casa Grande Ruin
491,HZ95455H,0,The Ancestral Sonoran Desert People - Casa Grande Ruins National Monument (U.S. National Park Service)
492,HJU2S97P,0,History & Culture - Casa Grande Ruins National Monument (U.S. National Park Service)
493,R5J9XNZ8,1994,Religions in the Kushan Empire
494,T36Z2PIT,2011,"The grandeur of Gandhara: The ancient Buddhist civilization of the Swat, Peshawar, Kabul and Indus valleys."
495,NC5NSFKQ,1995,An Introduction to Buddhist Archaeology
496,2AGHBK5G,2011,A Silk Road Legacy: The Spread of Buddhism and Islam.
497,EA62TS9C,2022,"An Early Medieval ´ Saiva Pilgrimage Landscape: The
Persistence of Pampa and Bhairava in the Hemakuta Hill Sacred
Space, 800–1325 CE"
498,C9FB2IXT,2018,"Death, Society, and Ideaology in a Hohokam Community"
499,VPVHH2HJ,2018,Ancient Civilisations of North America
500,RFIT98TS,2016,The Mongol Empire
501,KECIGEJ3,2022,Hohokam
502,34YMDDCN,0,Hohokam Culture (U.S. National Park Service)
503,3TFGDR9I,2010,"Cross-cultural Contacts among
Mercenary Communities in Saite and
Persian Egypt"
504,SAEVEJFH,2015,"A History of the Khorezmian State under the Anushteginids, 1097-1231."
505,SRAE7XJP,1987,Women as holders of rights in Ancient Egypt (During the Late Period)
506,2CHVZMEB,1968,Turkestan: Down to the Mongol Invasion
507,XMXH6V7V,2006,"Chronology, Subsistence, and the Earliest Formative of Central Tlaxcala, Mexico"
508,GN9NDDQI,2018,"Fish, Family, and the Gendered Politics of Descent Along Uganda's Southern Littorals"
509,MVFEHHFW,2014,Where Inner Asia Meets Outer China: The Xinjiang Uyghur Autonomous Region of China
510,TGKZQ7U8,2020,The History of Mar Yahaballaha and Rabban Sawma as a Source for Ilkhanid History
511,NCUDTFG4,2020,Introduction
512,B6JRSLIB,2012,The New Islamic Dynasties: A Chronological and Genealogical Manual
513,XDMXP8IP,2010,Anatolia under the Mongols
514,8T9XTW7Q,2003,"The Political Economy of Craft Production: Crafting Empire in South India, C.1350–1650."
515,KKTNWR92,2016,Second Intermediate Period
516,RB5NTIIP,2010,The Second Intermediate Period and the New Kingdom
517,RW54IFLY,2008,"Finance in the Late Qing, 1851-1894 (Wanqing caizheng)"
518,3MS44XI6,2009,"Qingda Hubu Yinku Shouzhi he Kucun Tongji [Statistical materials on the government income and expenditure, and reserves in the state treasury in the Qing Empire]"
519,CD3BHRDL,1990,Qingdai Caizheng Guanli Tizhi Yu Shouzhi Jiegou
520,CQHC8Y24,2019,The Making of the Modern Chinese State: 1600–1950
521,VB8CK2GX,2022,The labelled container: Conceptual development of social group representations
522,U9U8ZTYS,0,Khwarazmshahs I. Descendants of the line of Anuštigin
523,FHC295XS,2022,Khwarazmian Empire
524,SYV4MFN9,2007,"Genghis Khan: Life, Death, and Resurrection"
525,9BNJ9UCT,2014,The Formation of Turkey: The Seljukid Sultanate of Rum: Eleventh to Fourteenth Century
526,5JX6XPPU,2022,Human-centred mechanism design with Democratic AI
527,4XPABSLR,2022,"Disentangling material, social, and cognitive determinants of human behavior and beliefs"
528,XH8R2YDB,2022,Inequality between identity groups and social unrest
529,MV5M7GDB,2016,Asiatics in Middle Kingdom Egypt: Perceptions and Reality
530,JAITFHFE,1997,Encyclopaedia of Islam. Vol IX. SAN-SZE
531,B86ZAJ3C,2002,Encyclopaedia of Islam. Vol XI. W-Z.
532,PEXM48VU,2012,Kingship and Ideology under the Rum Seljuks
533,MRPP8P65,2004,Sacred Places and Natural Phenomena
534,GQHXGQ83,2004,Oaxaca and Tehuantepec Region
535,C6KJ9FU9,2000,The Paleoindian and Archaic Cultures of Mesoamerica
536,I2EHZSUW,2012,Mesoamerican Archaeology: Recent Trends
537,RH82MHZP,1999,Yemen
538,M357G69B,2010,"Rum Selijuqs (473/641 1081-1243): Ideology, Mentality and Self-Image"
539,24VKB4ED,2010,Tehuacán Region
540,K6DPAVSS,2012,Mesoamerican Religious Beliefs: The Practices and Practitioners
541,D3FWA7D9,2016,Qing Empire and the Opium War: The Collapse of the Heavenly Dynasty; Ed. by Joseph Lawson
542,BZD647JE,2010,"Qing governors and their provinces: The evolution of territorial administration in China, 1644-1796"
543,TD4XB66G,2021,Historical dynamics of the Chinese dynasties
544,ZJ4HHLLU,1991,Inner Asia and cycles of power in China’s imperial dynastic history
545,XXLLC8ZA,1997,The China miracle: Development strategy and economic reform
546,55KDN2K4,2017,The rise of China and its implications for economics and other developing countries
547,F57JB3H9,2011,China and the global economy
548,KJPSSLEP,2007,"China-India-Russia: Moving Out of Backwardness, or,‘Cunning Passages of History’"
549,8Z8PHWQU,1995,Within and against peasantness: Backwardness and filiality in rural China
550,J6KXNT5E,1990,The New Cambridge History of India: Vijayanagara.
551,83WJWTC2,2007,History of Medieval India: 800-1700
552,XN3JBWIB,1988,Indian History
553,QSV5DZFF,2020,Historical droughts in the Qing dynasty (1644–1911) of China
554,DE2VV24Q,2018,Construction of the REACHES climate database based on historical documents of China
555,RXEDSXID,2014,Hellenic Religion and Christianization c. 370-529
556,8BTYRUEP,2021,Multipath Forecasting: the Aftermath of the 2020 American Crisis
557,5Y7ZVEJE,2022,Explaining the rise of moralizing religions: a test of competing hypotheses using the Seshat Databank
558,9CBGRV3J,0,An Archaeological History of Indian Buddhism.
559,8X6M5DJZ,1949,Vakataka - Gupta Age Circa 200-550 A.D.
560,V7U5GXKR,1997,The Vākāṭakas: an essay in Hindu iconology
561,HMCUDK7Z,2014,Late Intermediate Period Archaeology and Inca Rivals on the Xaquixaguana Plain
562,MBGA6IPT,2008,Multiregional Perspectives on the Archaeology of the Andes During the Late Intermediate Period (c. A. D. 1000-1400)
